Date,Adj Close,Close,High,Low,Open,Volume
2024-01-02,48.138572692871094,48.167999267578125,49.29499816894531,47.595001220703125,49.24399948120117,411254000
2024-01-03,47.53993606567383,47.569000244140625,48.183998107910156,47.31999969482422,47.48500061035156,320896000
2024-01-04,47.96868133544922,47.99800109863281,48.5,47.507999420166016,47.766998291015625,306535000
2024-01-05,49.0670051574707,49.09700012207031,49.547000885009766,48.305999755859375,48.46200180053711,415039000
2024-01-08,52.221073150634766,52.25299835205078,52.275001525878906,49.479000091552734,49.512001037597656,642510000
2024-01-09,53.1075325012207,53.13999938964844,54.32500076293945,51.689998626708984,52.4010009765625,773100000
2024-01-10,54.316795349121094,54.349998474121094,54.599998474121094,53.48899841308594,53.61600112915039,533796000
2024-01-11,54.78850555419922,54.821998596191406,55.34600067138672,53.560001373291016,54.999000549316406,596759000
2024-01-12,54.676578521728516,54.709999084472656,54.970001220703125,54.33000183105469,54.619998931884766,352994000
2024-01-16,56.34755325317383,56.38199996948242,56.834999084472656,54.900001525878906,55.018001556396484,449580000
2024-01-17,56.018760681152344,56.053001403808594,56.47100067138672,54.7400016784668,56.34700012207031,474394000
2024-01-18,57.072113037109375,57.106998443603516,57.599998474121094,56.106998443603516,57.2599983215332,491650000
2024-01-19,59.45466232299805,59.49100112915039,59.5,57.224998474121094,57.98899841308594,543501000
2024-01-22,59.61756134033203,59.65399932861328,60.33100128173828,59.06999969482422,60.04899978637695,452955000
2024-01-23,59.83642578125,59.87300109863281,59.90999984741211,58.584999084472656,59.56999969482422,294654000
2024-01-24,61.32450866699219,61.36199951171875,62.8489990234375,59.9379997253418,60.30400085449219,560271000
2024-01-25,61.57936477661133,61.617000579833984,62.71900177001953,60.849998474121094,62.349998474121094,482777000
2024-01-26,60.993709564208984,61.03099822998047,61.78300094604492,60.573001861572266,60.959999084472656,390309000
2024-01-29,62.42683410644531,62.46500015258789,62.48899841308594,60.90700149536133,61.231998443603516,348733000
2024-01-30,62.73564910888672,62.77399826049805,63.49300003051758,62.2599983215332,62.900001525878906,410735000
2024-01-31,61.48941421508789,61.527000427246094,62.26900100708008,60.70000076293945,61.439998626708984,453795000
2024-02-01,62.988494873046875,63.027000427246094,63.191001892089844,61.650001525878906,62.099998474121094,369146000
2024-02-02,66.11959075927734,66.16000366210938,66.5999984741211,63.689998626708984,63.9739990234375,476578000
2024-02-05,69.28964233398438,69.33200073242188,69.49700164794922,67.20500183105469,68.2249984741211,680078000
2024-02-06,68.18132781982422,68.2229995727539,69.75399780273438,66.30000305175781,69.62999725341797,683111000
2024-02-07,70.05616760253906,70.0989990234375,70.22000122070312,67.5999984741211,68.31900024414062,495575000
2024-02-08,69.59846496582031,69.64099884033203,70.79399871826172,69.45500183105469,70.0739974975586,414422000
2024-02-09,72.08895111083984,72.13300323486328,72.18499755859375,70.21199798583984,70.53299713134766,436637000
2024-02-12,72.20386505126953,72.24800109863281,74.61100006103516,71.25,72.5999984741211,613710000
2024-02-13,72.08394622802734,72.12799835205078,73.44999694824219,69.62000274658203,70.4000015258789,602580000
2024-02-14,73.85486602783203,73.9000015258789,74.23600006103516,71.93800354003906,73.2020034790039,504917000
2024-02-15,72.61360931396484,72.65799713134766,73.9749984741211,72.4000015258789,73.86900329589844,420122000
2024-02-16,72.56864166259766,72.61299896240234,74.4020004272461,72.5009994506836,74.0999984741211,495327000
